Not disjoint classes instances	*	4011
Possible Yago resource with English Wikipedia URI	*	5663772
Possible Yago resource with English label URI	*	0
Possible Yago resource with Qid only URI	*	0
Possible annotations	*	7014178
Possible annotations	<http://schema.org/endDate>	2333239
Possible annotations	<http://schema.org/startDate>	4680939
Total URI mapping size	*	5664015
Wikidata classes kept for Yago	*	4249
Wikidata classes mapped to schema.org	*	243
Wikidata classes subclass of a mapped class	*	1197794
Wikidata classes used for the instance of extraction	*	7519
Wikidata instance of	*	59828052
Wikidata instance of to a Yago class	*	44107661
Wikidata items	*	57354987
Wikidata items mapped to English Wikipedia articles	*	5663892
Wikidata items with Wikipedia articles	*	16541822
Wikidata items with sub class of	*	1585601
Wikidata sub class of	*	1986590
Wikidata sub class of from mapped classes	*	1986233
Yago annotations	*	211966
Yago annotations	<http://bioschemas.org/parentTaxon> <http://schema.org/startDate>	1
Yago annotations	<http://schema.org/about> <http://schema.org/endDate>	1
Yago annotations	<http://schema.org/actor> <http://schema.org/endDate>	41
Yago annotations	<http://schema.org/actor> <http://schema.org/startDate>	55
Yago annotations	<http://schema.org/affiliation> <http://schema.org/endDate>	46
Yago annotations	<http://schema.org/affiliation> <http://schema.org/startDate>	104
Yago annotations	<http://schema.org/alumniOf> <http://schema.org/endDate>	16837
Yago annotations	<http://schema.org/alumniOf> <http://schema.org/startDate>	7138
Yago annotations	<http://schema.org/author> <http://schema.org/endDate>	11
Yago annotations	<http://schema.org/author> <http://schema.org/startDate>	10
Yago annotations	<http://schema.org/award> <http://schema.org/endDate>	59
Yago annotations	<http://schema.org/award> <http://schema.org/startDate>	152
Yago annotations	<http://schema.org/birthDate> <http://schema.org/endDate>	1
Yago annotations	<http://schema.org/birthDate> <http://schema.org/startDate>	1
Yago annotations	<http://schema.org/birthPlace> <http://schema.org/endDate>	1
Yago annotations	<http://schema.org/broadcastChannelId> <http://schema.org/endDate>	2
Yago annotations	<http://schema.org/callSign> <http://schema.org/endDate>	2
Yago annotations	<http://schema.org/children> <http://schema.org/endDate>	1
Yago annotations	<http://schema.org/children> <http://schema.org/startDate>	3
Yago annotations	<http://schema.org/composer> <http://schema.org/endDate>	1
Yago annotations	<http://schema.org/composer> <http://schema.org/startDate>	2
Yago annotations	<http://schema.org/containedInPlace> <http://schema.org/endDate>	3559
Yago annotations	<http://schema.org/containedInPlace> <http://schema.org/startDate>	4178
Yago annotations	<http://schema.org/containsPlace> <http://schema.org/endDate>	710
Yago annotations	<http://schema.org/containsPlace> <http://schema.org/startDate>	1403
Yago annotations	<http://schema.org/contentLocation> <http://schema.org/endDate>	2
Yago annotations	<http://schema.org/contentLocation> <http://schema.org/startDate>	8
Yago annotations	<http://schema.org/copyrightHolder> <http://schema.org/endDate>	3
Yago annotations	<http://schema.org/copyrightHolder> <http://schema.org/startDate>	7
Yago annotations	<http://schema.org/countryOfOrigin> <http://schema.org/endDate>	3
Yago annotations	<http://schema.org/countryOfOrigin> <http://schema.org/startDate>	6
Yago annotations	<http://schema.org/creator> <http://schema.org/endDate>	1
Yago annotations	<http://schema.org/creator> <http://schema.org/startDate>	3
Yago annotations	<http://schema.org/dateCreated> <http://schema.org/endDate>	62
Yago annotations	<http://schema.org/dateCreated> <http://schema.org/startDate>	54
Yago annotations	<http://schema.org/datePublished> <http://schema.org/endDate>	35
Yago annotations	<http://schema.org/datePublished> <http://schema.org/startDate>	24
Yago annotations	<http://schema.org/deathDate> <http://schema.org/endDate>	1
Yago annotations	<http://schema.org/deathDate> <http://schema.org/startDate>	1
Yago annotations	<http://schema.org/deathPlace> <http://schema.org/endDate>	1
Yago annotations	<http://schema.org/deathPlace> <http://schema.org/startDate>	2
Yago annotations	<http://schema.org/duration> <http://schema.org/endDate>	4
Yago annotations	<http://schema.org/duration> <http://schema.org/startDate>	5
Yago annotations	<http://schema.org/editor> <http://schema.org/endDate>	158
Yago annotations	<http://schema.org/editor> <http://schema.org/startDate>	224
Yago annotations	<http://schema.org/founder> <http://schema.org/startDate>	2
Yago annotations	<http://schema.org/foundingDate> <http://schema.org/endDate>	6
Yago annotations	<http://schema.org/foundingDate> <http://schema.org/startDate>	6
Yago annotations	<http://schema.org/foundingLocation> <http://schema.org/startDate>	2
Yago annotations	<http://schema.org/geo> <http://schema.org/endDate>	5
Yago annotations	<http://schema.org/geo> <http://schema.org/startDate>	87
Yago annotations	<http://schema.org/hasOccupation> <http://schema.org/endDate>	2249
Yago annotations	<http://schema.org/hasOccupation> <http://schema.org/startDate>	2529
Yago annotations	<http://schema.org/hasPart> <http://schema.org/startDate>	1
Yago annotations	<http://schema.org/homeLocation> <http://schema.org/endDate>	837
Yago annotations	<http://schema.org/homeLocation> <http://schema.org/startDate>	1358
Yago annotations	<http://schema.org/honorificPrefix> <http://schema.org/endDate>	108
Yago annotations	<http://schema.org/honorificPrefix> <http://schema.org/startDate>	272
Yago annotations	<http://schema.org/iataCode> <http://schema.org/endDate>	33
Yago annotations	<http://schema.org/iataCode> <http://schema.org/startDate>	34
Yago annotations	<http://schema.org/icaoCode> <http://schema.org/endDate>	22
Yago annotations	<http://schema.org/icaoCode> <http://schema.org/startDate>	25
Yago annotations	<http://schema.org/image> <http://schema.org/endDate>	15
Yago annotations	<http://schema.org/image> <http://schema.org/startDate>	29
Yago annotations	<http://schema.org/inLanguage> <http://schema.org/endDate>	2
Yago annotations	<http://schema.org/inLanguage> <http://schema.org/startDate>	17
Yago annotations	<http://schema.org/isBasedOn> <http://schema.org/startDate>	1
Yago annotations	<http://schema.org/isPartOf> <http://schema.org/endDate>	5
Yago annotations	<http://schema.org/isPartOf> <http://schema.org/startDate>	9
Yago annotations	<http://schema.org/issn> <http://schema.org/startDate>	3
Yago annotations	<http://schema.org/knowsLanguage> <http://schema.org/endDate>	1
Yago annotations	<http://schema.org/knowsLanguage> <http://schema.org/startDate>	3
Yago annotations	<http://schema.org/leiCode> <http://schema.org/startDate>	17
Yago annotations	<http://schema.org/location> <http://schema.org/endDate>	2581
Yago annotations	<http://schema.org/location> <http://schema.org/startDate>	2816
Yago annotations	<http://schema.org/locationCreated> <http://schema.org/endDate>	7
Yago annotations	<http://schema.org/locationCreated> <http://schema.org/startDate>	9
Yago annotations	<http://schema.org/logo> <http://schema.org/endDate>	197
Yago annotations	<http://schema.org/logo> <http://schema.org/startDate>	947
Yago annotations	<http://schema.org/lyricist> <http://schema.org/startDate>	1
Yago annotations	<http://schema.org/material> <http://schema.org/endDate>	2
Yago annotations	<http://schema.org/material> <http://schema.org/startDate>	2
Yago annotations	<http://schema.org/memberOf> <http://schema.org/endDate>	51978
Yago annotations	<http://schema.org/memberOf> <http://schema.org/startDate>	70923
Yago annotations	<http://schema.org/musicBy> <http://schema.org/endDate>	14
Yago annotations	<http://schema.org/musicBy> <http://schema.org/startDate>	15
Yago annotations	<http://schema.org/nationality> <http://schema.org/endDate>	5939
Yago annotations	<http://schema.org/nationality> <http://schema.org/startDate>	12819
Yago annotations	<http://schema.org/numberOfEpisodes> <http://schema.org/endDate>	5
Yago annotations	<http://schema.org/numberOfEpisodes> <http://schema.org/startDate>	6
Yago annotations	<http://schema.org/numberOfSeasons> <http://schema.org/endDate>	1
Yago annotations	<http://schema.org/numberOfSeasons> <http://schema.org/startDate>	4
Yago annotations	<http://schema.org/owns> <http://schema.org/endDate>	5
Yago annotations	<http://schema.org/owns> <http://schema.org/startDate>	6
Yago annotations	<http://schema.org/parent> <http://schema.org/endDate>	2
Yago annotations	<http://schema.org/parent> <http://schema.org/startDate>	1
Yago annotations	<http://schema.org/parentOrganization> <http://schema.org/endDate>	82
Yago annotations	<http://schema.org/parentOrganization> <http://schema.org/startDate>	224
Yago annotations	<http://schema.org/partOfSeries> <http://schema.org/endDate>	13
Yago annotations	<http://schema.org/partOfSeries> <http://schema.org/startDate>	13
Yago annotations	<http://schema.org/producer> <http://schema.org/endDate>	9
Yago annotations	<http://schema.org/producer> <http://schema.org/startDate>	10
Yago annotations	<http://schema.org/productionCompany> <http://schema.org/endDate>	1
Yago annotations	<http://schema.org/productionCompany> <http://schema.org/startDate>	3
Yago annotations	<http://schema.org/publisher> <http://schema.org/endDate>	31
Yago annotations	<http://schema.org/publisher> <http://schema.org/startDate>	69
Yago annotations	<http://schema.org/sponsor> <http://schema.org/endDate>	6
Yago annotations	<http://schema.org/sponsor> <http://schema.org/startDate>	15
Yago annotations	<http://schema.org/spouse> <http://schema.org/endDate>	6448
Yago annotations	<http://schema.org/spouse> <http://schema.org/startDate>	13196
Yago annotations	<http://schema.org/subOrganization> <http://schema.org/endDate>	88
Yago annotations	<http://schema.org/subOrganization> <http://schema.org/startDate>	163
Yago annotations	<http://schema.org/superEvent> <http://schema.org/endDate>	4
Yago annotations	<http://schema.org/superEvent> <http://schema.org/startDate>	5
Yago annotations	<http://schema.org/telephone> <http://schema.org/startDate>	1
Yago annotations	<http://schema.org/url> <http://schema.org/endDate>	163
Yago annotations	<http://schema.org/url> <http://schema.org/startDate>	358
Yago annotations	<http://schema.org/worksFor> <http://schema.org/endDate>	87
Yago annotations	<http://schema.org/worksFor> <http://schema.org/startDate>	96
Yago facts	*	7426449
Yago facts	<http://bioschemas.org/bioChemInteraction>	645
Yago facts	<http://bioschemas.org/encodesBioChemEntity>	28
Yago facts	<http://bioschemas.org/expressedIn>	10210
Yago facts	<http://bioschemas.org/hasMolecularFunction>	0
Yago facts	<http://bioschemas.org/inChI>	0
Yago facts	<http://bioschemas.org/inChIKey>	0
Yago facts	<http://bioschemas.org/isEncodedByBioChemEntity>	27
Yago facts	<http://bioschemas.org/isInvolvedInBiologicalProcess>	1368
Yago facts	<http://bioschemas.org/isLocatedInSubcellularLocation>	5
Yago facts	<http://bioschemas.org/molecularFormula>	0
Yago facts	<http://bioschemas.org/parentTaxon>	163050
Yago facts	<http://bioschemas.org/smiles>	0
Yago facts	<http://bioschemas.org/taxonRank>	57201
Yago facts	<http://schema.org/about>	4272
Yago facts	<http://schema.org/actor>	293686
Yago facts	<http://schema.org/affiliation>	1251
Yago facts	<http://schema.org/alumniOf>	288317
Yago facts	<http://schema.org/author>	3478
Yago facts	<http://schema.org/award>	82524
Yago facts	<http://schema.org/birthDate>	1005374
Yago facts	<http://schema.org/birthPlace>	301719
Yago facts	<http://schema.org/brand>	99
Yago facts	<http://schema.org/broadcastChannelId>	106
Yago facts	<http://schema.org/byArtist>	21508
Yago facts	<http://schema.org/callSign>	43
Yago facts	<http://schema.org/character>	4883
Yago facts	<http://schema.org/children>	39082
Yago facts	<http://schema.org/citation>	261
Yago facts	<http://schema.org/colorist>	30
Yago facts	<http://schema.org/competitor>	25020
Yago facts	<http://schema.org/composer>	7373
Yago facts	<http://schema.org/connectedTo>	37
Yago facts	<http://schema.org/containedInPlace>	98004
Yago facts	<http://schema.org/containsPlace>	13055
Yago facts	<http://schema.org/contentLocation>	14587
Yago facts	<http://schema.org/contentRating>	0
Yago facts	<http://schema.org/contributor>	282
Yago facts	<http://schema.org/copyrightHolder>	61
